"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"310M700US31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","4583939","11287","5.1","0.2","3.2","0.2","5.0","0.2","5.1","0.2","8.0","0.3","13.3","0.3","11.7","0.3","17.9","0.3","11.0","0.3","19.7","0.3","96405","980","134688","1221","41.2","(X)","(X)","(X)","(X)","(X)","3019790","19912","3.2","0.2","1.6","0.1","3.9","0.2","4.5","0.2","7.7","0.3","12.7","0.3","11.9","0.4","18.8","0.4","12.3","0.3","23.5","0.4","109117","1395","151324","1528","(X)","(X)","44.5","(X)","(X)","(X)","2063658","22670","1.6","0.2","0.8","0.1","2.8","0.2","3.2","0.2","5.9","0.3","10.6","0.4","10.7","0.4","19.3","0.4","14.4","0.4","30.6","0.5","134683","1711","179067","1924","(X)","(X)","(X)","(X)","(X)","(X)","1564149","18448","9.8","0.5","6.7","0.4","7.7","0.4","6.9","0.4","9.7","0.5","14.8","0.6","11.4","0.5","15.2","0.7","7.3","0.4","10.5","0.5","64561","1811","93835","1999","(X)","(X)","(X)","(X)","32.8","(X)",
"310M700US31140","Louisville/Jefferson County, KY-IN Metro Area","570303","4074","6.0","0.7","3.7","0.5","6.3","0.5","7.1","0.7","10.3","0.9","17.0","0.8","13.9","0.8","16.9","0.9","8.5","0.6","10.3","0.6","74305","2339","100231","2270","36.5","(X)","(X)","(X)","(X)","(X)","353692","5755","4.3","0.8","1.9","0.6","3.0","0.5","5.4","0.8","7.9","0.8","15.8","0.9","15.2","1.1","20.6","1.2","11.8","1.0","14.0","0.9","93803","2283","121600","3109","(X)","(X)","39.7","(X)","(X)","(X)","243268","5981","1.6","0.5","1.0","0.4","1.5","0.4","3.1","0.6","5.7","0.8","13.9","1.1","15.5","1.2","23.9","1.6","14.9","1.3","18.8","1.3","113820","2894","144580","4072","(X)","(X)","(X)","(X)","(X)","(X)","216611","5816","9.5","1.3","6.9","1.1","11.9","1.2","10.3","1.2","14.9","1.7","19.9","1.6","10.7","1.2","10.0","1.2","2.6","0.6","3.3","0.7","46158","2182","60997","2729","(X)","(X)","(X)","(X)","30.6","(X)",
"310M700US31180","Lubbock, TX Metro Area","143160","2692","6.0","1.1","4.4","1.0","7.4","1.3","8.3","1.4","13.4","1.7","17.1","2.0","12.9","1.4","15.6","1.6","7.4","1.3","7.6","1.0","64469","2569","88809","3758","41.2","(X)","(X)","(X)","(X)","(X)","86233","3382","3.8","1.4","2.0","1.0","3.3","0.9","7.1","1.7","10.9","2.3","15.8","2.5","14.6","2.0","21.4","2.3","10.4","2.0","10.7","1.6","84911","4361","109738","5747","(X)","(X)","44.2","(X)","(X)","(X)","60831","3205","1.1","0.8","0.9","0.7","1.9","0.9","5.1","1.9","9.0","2.1","14.2","2.3","15.6","2.4","25.7","2.6","13.5","2.7","12.9","1.9","101800","3257","126257","6743","(X)","(X)","(X)","(X)","(X)","(X)","56927","3013","11.3","2.2","7.5","2.0","13.7","2.9","11.5","2.2","17.3","3.0","17.4","3.5","10.1","2.4","6.1","1.9","2.7","1.7","2.3","1.0","40624","3376","53459","4330","(X)","(X)","(X)","(X)","35.4","(X)",
"310M700US31260","Lufkin, TX Micro Area","32821","1415","4.1","1.6","4.1","2.3","6.5","2.4","5.3","2.3","16.3","4.1","20.9","3.9","19.8","5.2","14.8","3.9","2.4","1.3","5.7","2.2","63719","6248","80363","6749","37.9","(X)","(X)","(X)","(X)","(X)","24015","1650","1.2","1.0","1.8","1.9","4.6","2.6","3.5","1.9","16.9","5.3","22.0","5.0","22.8","6.3","17.9","5.4","3.3","1.8","6.1","2.3","75038","8800","88648","6409","(X)","(X)","38.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84289","6314","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8806","1537","12.0","5.6","10.4","6.8","11.6","5.1","12.9","6.8","14.0","7.6","19.5","6.1","11.3","5.8","6.4","5.1","0.0","2.7","1.8","3.1","40146","10436","52343","17365","(X)","(X)","(X)","(X)","35.6","(X)",
"310M700US31300","Lumberton, NC Micro Area","44345","787","10.6","1.9","6.9","1.3","12.3","1.9","9.9","2.0","15.0","2.2","17.9","2.1","10.6","1.9","11.6","1.8","2.7","1.0","2.5","0.8","45740","3419","59904","3949","49.6","(X)","(X)","(X)","(X)","(X)","29581","1347","7.0","1.9","2.8","1.2","7.7","1.8","11.6","2.6","15.7","2.6","19.4","2.6","13.5","2.7","15.0","2.2","3.6","1.5","3.6","1.1","56232","2751","72113","5489","(X)","(X)","53.3","(X)","(X)","(X)","16001","1338","3.8","2.0","0.8","0.8","4.3","2.0","8.8","2.9","14.0","3.2","20.3","3.7","15.1","4.0","21.3","3.3","5.5","2.3","6.0","2.0","73466","3025","87877","5392","(X)","(X)","(X)","(X)","(X)","(X)","14764","1177","19.7","4.7","15.9","2.9","22.0","4.1","7.7","2.3","12.4","3.3","14.8","3.7","4.2","1.8","2.7","1.7","0.7","0.7","0.0","1.4","20871","2632","31354","2411","(X)","(X)","(X)","(X)","40.6","(X)",
"310M700US31340","Lynchburg, VA Metro Area","107298","2556","5.4","1.0","4.9","1.3","8.3","1.3","8.0","1.4","12.0","1.7","16.7","1.6","14.3","1.9","16.5","1.9","7.6","1.4","6.5","1.1","65735","5604","84625","3577","37.8","(X)","(X)","(X)","(X)","(X)","67179","2867","2.6","1.0","1.6","0.8","3.7","1.3","5.5","1.6","11.7","2.3","16.8","2.4","17.8","2.5","20.9","2.5","10.2","1.9","9.3","1.5","83739","3997","103266","4559","(X)","(X)","38.0","(X)","(X)","(X)","51547","3139","0.6","0.4","0.9","0.9","2.2","1.0","4.1","1.6","9.9","2.3","16.3","2.3","17.8","2.9","23.9","3.1","12.3","2.4","11.9","2.0","95736","7342","N","N","(X)","(X)","(X)","(X)","(X)","(X)","40119","2587","11.5","2.5","10.5","3.0","15.9","2.9","12.8","3.1","13.1","3.1","15.7","2.9","7.4","2.1","9.5","2.9","1.9","1.1","1.6","1.0","34468","4930","50184","5597","(X)","(X)","(X)","(X)","36.9","(X)",
"310M700US31420","Macon-Bibb County, GA Metro Area","89704","2327","7.5","1.6","5.1","1.3","9.4","1.7","10.6","2.0","12.8","2.4","13.7","2.1","10.5","2.2","17.1","2.4","6.1","1.9","7.3","1.3","56638","6207","84368","5843","48.4","(X)","(X)","(X)","(X)","(X)","57761","2852","4.8","1.8","1.8","1.1","7.4","2.7","10.7","2.5","11.1","2.6","14.3","2.7","13.2","2.8","19.5","3.2","7.6","2.5","9.5","1.9","74796","6436","100169","9114","(X)","(X)","50.3","(X)","(X)","(X)","35728","2855","1.6","0.9","0.5","0.5","3.3","1.7","4.7","2.0","8.6","2.7","11.4","2.8","16.7","4.0","25.9","4.3","12.2","4.0","15.2","3.1","104606","11351","N","N","(X)","(X)","(X)","(X)","(X)","(X)","31943","2598","13.3","3.4","11.2","3.1","15.1","3.6","11.5","3.2","16.4","4.5","14.8","3.7","5.5","2.5","7.1","2.8","3.8","2.2","1.3","0.9","33551","4654","47852","4816","(X)","(X)","(X)","(X)","42.9","(X)",
"310M700US31540","Madison, WI Metro Area","309316","3287","4.1","0.6","2.7","0.7","4.5","0.6","5.4","0.8","9.0","0.9","16.5","1.2","12.4","1.0","20.1","1.1","11.0","0.8","14.3","0.9","89714","2396","118368","3328","26.6","(X)","(X)","(X)","(X)","(X)","166209","4022","1.5","0.5","0.4","0.2","1.9","0.7","2.3","0.5","6.6","1.0","13.0","1.3","12.8","1.2","24.1","1.8","15.9","1.4","21.6","1.5","122369","4231","152898","5408","(X)","(X)","25.5","(X)","(X)","(X)","134175","3806","1.1","0.5","0.2","0.2","0.9","0.6","1.1","0.3","4.3","0.9","11.1","1.5","11.7","1.3","25.9","1.8","18.2","1.7","25.6","2.0","137562","4459","168825","6580","(X)","(X)","(X)","(X)","(X)","(X)","143107","4131","7.4","1.3","5.3","1.6","7.6","1.2","9.2","1.5","12.5","1.5","20.8","1.8","12.4","1.6","14.4","1.5","5.1","1.1","5.2","0.9","59174","3103","75780","3517","(X)","(X)","(X)","(X)","27.3","(X)",
"310M700US31700","Manchester-Nashua, NH Metro Area","171415","2226","3.4","0.9","2.2","0.7","5.3","1.1","4.7","1.1","6.6","1.1","12.3","1.3","12.4","1.4","19.9","1.5","15.2","1.7","18.0","1.7","106013","4667","131960","5329","33.4","(X)","(X)","(X)","(X)","(X)","109656","2970","1.4","0.7","0.8","0.5","2.6","1.2","3.0","1.1","4.5","1.1","9.7","1.7","12.5","1.6","23.2","1.8","18.0","2.1","24.2","2.4","130500","6037","157655","7304","(X)","(X)","34.7","(X)","(X)","(X)","84496","3451","0.8","0.5","0.1","0.1","2.0","1.3","1.2","0.6","2.7","1.0","7.7","1.5","11.2","1.7","25.4","2.2","20.2","2.3","28.7","2.6","147815","6060","N","N","(X)","(X)","(X)","(X)","(X)","(X)","61759","3475","7.2","2.1","4.9","1.4","9.9","2.3","8.8","2.4","11.1","2.4","18.3","2.6","12.7","2.4","14.5","2.5","7.9","2.1","4.7","1.5","61425","7038","77508","4833","(X)","(X)","(X)","(X)","29.3","(X)",
"310M700US31740","Manhattan, KS Metro Area","52415","1192","5.8","1.9","4.6","1.7","5.8","1.7","7.1","1.8","13.0","2.8","18.2","2.9","13.1","2.5","15.2","2.2","9.4","2.3","7.9","2.2","70324","4862","91678","7486","32.9","(X)","(X)","(X)","(X)","(X)","31199","1852","1.6","1.0","1.1","0.9","3.2","1.2","4.4","2.0","10.0","3.2","16.9","3.6","15.8","3.4","21.2","3.4","14.0","3.8","11.9","3.4","95450","6561","116263","10634","(X)","(X)","32.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","105173","9329","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21216","1806","12.3","4.3","10.3","4.2","10.3","4.0","10.8","3.5","17.3","4.6","20.8","5.3","8.1","2.9","5.9","2.6","2.3","1.5","1.9","1.8","38875","3646","54122","8306","(X)","(X)","(X)","(X)","32.3","(X)",
"310M700US31820","Manitowoc, WI Micro Area","35254","1122","3.1","1.3","1.9","1.0","7.5","2.5","6.7","2.2","13.1","2.8","21.2","3.5","14.5","2.6","19.4","2.1","7.8","1.4","4.9","1.4","68461","6083","86148","4063","31.9","(X)","(X)","(X)","(X)","(X)","22094","1550","2.5","2.1","1.3","0.9","3.4","2.3","6.7","3.1","9.3","2.8","18.2","3.6","15.9","3.3","24.6","3.3","10.9","2.1","7.2","2.1","90246","6791","101496","6293","(X)","(X)","32.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","100091","6248","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13160","1626","6.6","3.4","4.1","2.7","14.7","5.6","8.6","3.1","20.1","6.0","21.6","6.0","12.5","4.5","9.2","3.1","1.7","1.4","0.9","1.1","46743","3559","55341","4802","(X)","(X)","(X)","(X)","30.6","(X)",
"310M700US31860","Mankato, MN Metro Area","41635","1013","5.2","1.9","2.9","1.5","5.5","2.2","6.4","1.7","10.4","2.2","19.9","3.3","13.5","2.8","19.0","2.7","9.0","1.9","8.2","2.2","74426","4983","95410","5105","31.9","(X)","(X)","(X)","(X)","(X)","23028","1473","2.3","1.8","0.1","0.1","3.7","2.6","3.7","2.0","8.5","2.4","16.2","3.2","14.4","3.3","24.4","3.6","14.2","3.2","12.4","3.4","100993","5244","121431","7503","(X)","(X)","28.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","116422","7558","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18607","1408","9.9","4.2","6.3","3.3","7.8","3.4","10.3","3.5","14.4","4.3","25.8","7.0","9.7","3.8","11.3","3.7","1.8","1.2","2.8","2.5","50464","3160","59974","6641","(X)","(X)","(X)","(X)","36.1","(X)",
"310M700US31900","Mansfield, OH Metro Area","49979","1463","3.2","1.3","4.1","1.7","6.2","2.0","9.7","3.1","11.5","2.5","21.9","2.9","13.5","2.6","17.7","3.2","7.3","2.1","4.8","1.7","66312","3950","83754","5131","35.0","(X)","(X)","(X)","(X)","(X)","31181","2014","2.7","1.4","1.0","0.7","3.2","1.8","5.9","2.4","9.0","2.8","21.5","3.9","15.1","3.4","23.7","5.0","10.6","3.2","7.2","2.7","87673","10362","101534","6963","(X)","(X)","35.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","98969","6644","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18798","2072","5.2","2.6","8.4","4.0","12.0","4.0","18.6","6.9","16.3","4.6","22.2","4.9","9.3","3.0","5.6","2.8","1.7","1.4","0.7","0.9","38264","4880","50537","6627","(X)","(X)","(X)","(X)","32.2","(X)",
"310M700US31940","Marinette, WI-MI Micro Area","31680","939","4.1","1.3","5.4","1.5","7.5","1.8","8.1","1.8","16.2","2.7","19.2","2.9","15.2","2.6","14.2","2.3","6.9","2.0","3.2","1.0","61077","2841","75008","3628","38.2","(X)","(X)","(X)","(X)","(X)","19914","1043","2.6","1.9","2.7","1.5","4.3","1.6","7.0","2.0","15.9","3.6","19.4","3.0","16.4","3.6","19.1","2.8","8.6","2.7","4.1","1.4","72427","5396","85975","4873","(X)","(X)","40.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80933","7342","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11766","1248","6.7","2.0","11.1","3.5","13.4","4.1","10.5","3.2","20.5","5.0","16.7","5.1","11.0","4.3","5.9","3.3","3.1","2.3","1.1","0.7","41134","4402","51855","5727","(X)","(X)","(X)","(X)","34.1","(X)",
"310M700US31980","Marion, IN Micro Area","26307","1389","6.2","3.4","5.0","2.3","8.9","3.3","12.1","4.2","19.4","4.4","19.8","4.3","8.6","2.8","11.0","2.9","6.3","2.9","2.8","1.5","48764","4242","66812","6790","38.2","(X)","(X)","(X)","(X)","(X)","15434","1760","7.3","4.4","1.9","1.7","3.9","3.2","7.5","3.4","18.5","6.3","20.2","5.6","14.4","4.6","13.0","4.2","9.4","4.6","3.9","2.1","58642","11872","80174","9915","(X)","(X)","36.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","81685","10961","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10873","1659","11.9","6.9","9.2","4.5","14.6","5.8","16.0","7.0","20.8","5.5","16.2","6.0","3.7","3.2","6.1","3.5","0.5","0.9","1.1","1.7","33374","10094","43681","8548","(X)","(X)","(X)","(X)","38.3","(X)",
"310M700US32060","Marion-Herrin, IL Micro Area","29110","881","4.3","1.8","3.8","2.1","6.2","2.5","8.0","2.5","14.5","3.3","17.2","3.6","13.9","3.2","20.4","3.7","5.0","1.7","6.7","2.3","68415","5525","87818","7932","39.0","(X)","(X)","(X)","(X)","(X)","19554","1366","2.1","1.6","2.8","2.2","2.7","1.9","5.8","2.7","12.6","3.6","15.2","4.1","16.2","4.4","26.6","5.3","6.9","2.5","9.1","3.2","90045","10905","105603","11010","(X)","(X)","43.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","104400","10908","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9556","1418","9.0","4.2","7.7","5.0","11.7","5.5","12.7","5.0","18.8","6.4","22.2","6.0","9.2","3.7","5.6","3.3","1.3","1.2","1.6","1.5","38435","3160","49575","5209","(X)","(X)","(X)","(X)","29.3","(X)",
"310M700US32100","Marquette, MI Micro Area","28865","1092","5.7","2.4","5.0","1.5","7.7","2.5","8.8","2.8","11.8","2.7","15.9","2.8","12.9","2.2","18.8","3.2","6.4","2.0","6.9","2.0","66847","6114","84868","5788","38.3","(X)","(X)","(X)","(X)","(X)","15949","1008","1.7","1.4","0.8","0.8","3.9","2.5","2.7","1.7","10.4","3.1","14.2","2.8","18.3","3.4","28.3","4.5","9.1","2.8","10.5","3.3","94753","9701","111757","7759","(X)","(X)","39.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","105698","5956","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12916","1296","11.1","4.9","10.1","3.4","12.6","4.5","16.3","6.0","13.0","4.7","18.4","5.8","6.9","3.4","6.9","4.0","2.3","2.1","2.3","1.9","34952","7111","49773","6007","(X)","(X)","(X)","(X)","36.4","(X)",
"310M700US32390","Massena-Ogdensburg, NY Micro Area","42078","1352","4.8","1.7","4.9","1.6","8.1","1.9","7.1","1.7","13.2","2.4","19.9","3.2","14.2","2.5","15.7","2.7","5.9","2.0","6.2","1.9","62330","5916","87062","8306","38.1","(X)","(X)","(X)","(X)","(X)","26357","1763","3.8","1.8","1.5","0.9","5.9","2.3","5.2","2.3","13.0","3.3","21.5","4.3","13.7","2.2","20.9","4.3","7.1","2.4","7.6","2.4","74016","6927","100724","11892","(X)","(X)","36.3","(X)","(X)","(X)","19325","1383","1.2","0.9","0.7","0.8","5.0","3.0","5.1","2.8","10.3","3.5","20.9","5.0","14.4","3.0","22.7","4.9","9.6","3.3","10.0","3.1","87064","10197","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15721","1400","7.5","3.1","11.2","3.7","13.8","3.0","11.7","3.0","14.5","4.1","20.1","5.3","9.4","3.2","8.1","3.4","0.6","0.6","3.1","2.8","41647","4343","55020","8618","(X)","(X)","(X)","(X)","37.7","(X)",
"310M700US32420","Mayagüez, PR Metro Area","81148","2932","23.1","2.7","14.4","2.5","18.5","2.3","11.0","1.9","13.8","1.9","9.8","1.9","4.1","1.2","3.7","1.4","0.7","0.5","1.0","0.6","21554","2051","33126","2228","39.2","(X)","(X)","(X)","(X)","(X)","47863","3034","17.1","3.4","10.4","2.8","17.7","2.9","13.3","2.6","17.0","2.9","12.6","3.0","5.4","1.6","4.5","1.8","0.9","0.7","1.2","0.9","28998","1882","39171","3152","(X)","(X)","44.8","(X)","(X)","(X)","25835","2605","5.9","2.5","10.2","3.6","20.7","4.3","11.7","3.3","17.8","3.9","15.4","4.5","7.8","2.7","7.4","3.1","1.4","1.1","1.8","1.4","36221","4071","N","N","(X)","(X)","(X)","(X)","(X)","(X)","33285","2798","33.5","4.3","21.0","4.1","20.0","3.8","8.1","2.7","8.8","3.0","4.9","1.7","1.8","1.4","1.3","1.4","0.6","0.8","0.0","0.8","13705","1286","21029","2303","(X)","(X)","(X)","(X)","29.9","(X)",
"310M700US32580","McAllen-Edinburg-Mission, TX Metro Area","281450","3928","7.0","0.9","5.7","0.7","10.8","1.1","9.7","1.1","12.0","1.2","17.6","1.4","12.6","1.1","14.0","1.3","5.7","1.0","5.0","0.9","56720","2766","75860","3413","40.7","(X)","(X)","(X)","(X)","(X)","216258","5097","6.0","1.1","3.3","0.7","10.4","1.2","9.7","1.2","12.7","1.4","17.3","1.6","12.5","1.2","15.4","1.3","6.6","1.2","6.2","1.1","60649","2248","82715","4090","(X)","(X)","43.7","(X)","(X)","(X)","132213","5737","3.4","0.9","2.3","0.7","9.0","1.5","7.6","1.4","10.9","1.5","17.5","2.1","13.3","1.7","18.0","1.8","9.6","1.8","8.4","1.5","73958","3681","98629","6001","(X)","(X)","(X)","(X)","(X)","(X)","65192","4445","14.4","2.5","14.8","2.2","13.3","1.9","11.1","2.9","11.8","2.5","14.4","3.0","10.2","2.7","7.9","2.8","1.2","0.8","0.8","0.5","30985","2805","45116","3398","(X)","(X)","(X)","(X)","28.2","(X)",
"310M700US32740","Meadville, PA Micro Area","34999","1046","7.5","2.3","4.6","1.9","7.9","1.6","9.0","1.8","14.6","2.8","19.1","3.0","13.6","2.3","14.3","2.2","5.5","1.4","3.9","1.0","57679","4006","76436","6072","37.2","(X)","(X)","(X)","(X)","(X)","22126","1261","3.3","1.7","1.9","0.8","4.2","1.3","8.4","2.3","12.9","2.9","19.8","3.0","18.0","3.3","18.7","2.8","7.5","2.1","5.3","1.5","74406","4510","91812","8395","(X)","(X)","37.6","(X)","(X)","(X)","17086","1163","2.5","1.6","1.0","0.6","1.9","1.0","7.3","2.6","11.2","2.9","20.1","3.4","19.1","3.8","21.5","3.5","9.2","2.7","6.2","1.8","82447","4859","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12873","1203","15.1","5.4","9.6","4.9","14.4","3.5","11.1","2.9","16.9","4.7","18.1","5.2","8.5","2.6","3.3","1.2","2.1","1.2","0.8","0.8","34656","5222","46052","6829","(X)","(X)","(X)","(X)","34.3","(X)",
"310M700US32780","Medford, OR Metro Area","94053","1303","4.4","1.4","4.2","1.4","6.6","1.4","8.1","2.0","13.3","2.4","13.6","2.1","13.9","2.0","16.8","2.6","9.8","1.9","9.2","1.7","74653","4706","98702","6310","34.4","(X)","(X)","(X)","(X)","(X)","56058","2694","3.3","1.6","1.5","1.0","3.6","1.3","4.7","2.1","10.7","3.0","13.6","2.7","16.2","3.1","20.4","2.9","13.8","2.8","12.1","2.3","93001","5513","117898","8098","(X)","(X)","36.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","107908","7134","N","N","(X)","(X)","(X)","(X)","(X)","(X)","37995","2623","7.5","2.7","8.4","3.2","10.6","2.6","13.8","3.3","17.8","4.1","13.0","3.0","11.0","2.9","11.2","4.2","2.2","1.2","4.6","2.2","42752","3831","66655","9257","(X)","(X)","(X)","(X)","31.4","(X)",
"310M700US32820","Memphis, TN-MS-AR Metro Area","527810","4600","7.5","0.8","4.1","0.7","7.6","0.8","7.0","0.7","11.8","0.9","16.1","1.1","12.7","0.8","15.7","0.9","8.1","0.7","9.4","0.7","68124","2210","97056","3151","43.9","(X)","(X)","(X)","(X)","(X)","330098","8392","5.1","0.9","2.5","0.8","4.1","0.7","5.5","0.8","10.3","1.0","14.6","1.3","14.6","1.2","19.4","1.4","11.0","0.9","13.0","1.1","86769","3010","118094","4564","(X)","(X)","46.2","(X)","(X)","(X)","206210","6475","0.9","0.3","0.8","0.4","2.0","0.6","2.8","0.7","7.3","1.0","12.3","1.3","14.5","1.2","24.3","1.8","16.0","1.3","18.9","1.7","115527","3029","147818","5771","(X)","(X)","(X)","(X)","(X)","(X)","197712","8480","12.4","1.6","7.0","1.3","13.7","1.6","10.0","1.3","15.1","1.6","18.6","2.1","8.8","1.4","8.6","1.3","3.2","0.6","2.6","0.7","41385","1886","58161","3222","(X)","(X)","(X)","(X)","38.7","(X)",
"310M700US32900","Merced, CA Metro Area","87632","1434","5.6","1.5","5.3","1.5","6.7","1.6","9.4","2.0","12.2","2.3","19.4","2.7","12.3","2.0","14.2","1.9","7.9","1.6","7.1","1.4","64980","3226","84255","4246","45.0","(X)","(X)","(X)","(X)","(X)","60819","2291","4.0","1.5","3.2","1.2","4.7","1.6","7.9","2.4","10.4","2.4","22.7","3.2","13.1","2.6","16.2","2.9","9.7","2.0","8.0","1.8","71841","4253","93622","5089","(X)","(X)","45.4","(X)","(X)","(X)","39707","2395","2.2","1.2","1.6","1.2","3.3","1.8","6.6","2.9","9.1","3.1","22.5","4.3","12.8","2.8","21.3","4.0","11.5","2.6","8.9","2.0","83485","7874","105266","6566","(X)","(X)","(X)","(X)","(X)","(X)","26813","2355","11.8","3.8","11.6","4.2","12.7","4.1","13.7","4.4","14.3","4.3","14.1","4.5","6.9","2.2","8.7","2.4","4.0","2.7","2.1","1.3","35151","5472","52836","6304","(X)","(X)","(X)","(X)","40.6","(X)",
"310M700US32940","Meridian, MS Micro Area","35222","1710","10.8","3.4","4.6","1.9","10.1","3.1","8.3","2.9","11.1","3.1","14.7","3.1","10.8","3.1","16.1","3.9","8.3","3.2","5.2","2.1","58923","9115","77767","6506","43.3","(X)","(X)","(X)","(X)","(X)","23481","2140","8.4","4.1","1.7","1.6","7.0","3.9","5.5","2.6","8.5","3.3","15.2","4.3","14.2","4.5","21.6","4.7","10.3","4.0","7.6","3.3","81938","11372","95076","8810","(X)","(X)","43.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","105150","9576","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11741","1581","18.3","7.1","10.6","4.4","16.3","6.2","13.7","5.9","14.3","5.3","13.2","4.9","4.0","2.7","5.0","4.2","4.3","5.2","0.3","0.5","28705","6570","41843","9051","(X)","(X)","(X)","(X)","43.2","(X)",
